"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus.Code","Time.Zone","Price","Note","Amenities","Hotel.Class","Phone","Phones","Claimed","Owner","Owner.Id","Owner.Link","Email","Social.Medias","Review.Count","Average.Rating","Review.URL","Google.Maps.URL","Google.Knowledge.URL","Latitude","Longitude","Website","Domain","Opening.Hours","Featured.Image","Cid","Fid","Place.Id","Kgmid","Type","Cuisine"
"carli.melbourne","Light meals and premium blends in a cool roastery with exposed-brick walls and a leafy courtyard.","8 Raffa Pl, Carlton VIC 3053","8 Raffa Pl","Carlton VIC 3053","Restaurant, Breakfast restaurant, Coffee shop, Cafe","Service options: [Outdoor seating, Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Paid street parking, ], Pets: [Dogs allowed]","4RJ66X29+W8","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 8060 6987","(03) 8060 6987, +61 3 8060 6987","YES","carli.melbourne (owner)",1.13988373091545e+20,"https://www.google.com/maps/contrib/113988373091545332054","","",1045,4.4,"https://search.google.com/local/reviews?placeid=ChIJs-8IXNZC1moRSUkUoLjsBm0&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7856226877698230601","https://www.google.com/search?kgmid=/g/1z449tb81",-37.7976816,144.9682985,"http://carli.melbourne/","carli.melbourne","Thursday: [8 am-3 pm], Friday: [8 am-3 pm], Saturday: [8 am-3 pm], Sunday: [8 am-3 pm], Monday: [8 am-3 pm], Tuesday: [8 am-3 pm], Wednesday: [8 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipPYnXZGickwrxvYD54x7q4-U4uCKC8oJNdVaSAv=w92-h92-k-no",7856226877698230272,"0x6ad642d65c08efb3:0x6d06ecb8a0144949","ChIJs-8IXNZC1moRSUkUoLjsBm0","/g/1z449tb81","Brunch","Other"
"Easey's","Cool burger joint in a converted train with retro decor, plus a graffitied lounge bar and cafe area.","3/48 Easey St, Collingwood VIC 3066","3/48 Easey St","Collingwood VIC 3066","Hamburger restaurant, Art gallery, Coworking space, Function room facility, Sports bar, Tourist attraction, Train depot","Service options: [Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in], Highlights: [Fast service, Rooftop seating], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Late-night food, Quick bite, Spirits, Vegetarian options, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar on site, Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Reservations required, Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free of charge street parking, Paid street parking]","4RJ66X2P+XH","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9417 2250","(03) 9417 2250, +61 3 9417 2250","YES","Easey's (owner)",1.16656482839802e+20,"https://www.google.com/maps/contrib/116656482839801722937","",NA,2928,4.3,"https://search.google.com/local/reviews?placeid=ChIJI0eazx5D1moRIPxFYpXoeCM&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2556048516829281312","https://www.google.com/search?kgmid=/g/11b7c7qh78",-37.7976149,144.9864426,"http://easeys.com.au/","easeys.com.au","Thursday: [11 am-10 pm], Friday: [11 am-11 pm], Saturday: [11 am-11 pm], Sunday: [11 am-10 pm], Monday: [11 am-10 pm], Tuesday: [11 am-10 pm], Wednesday: [11 am-10 pm]","https://lh5.googleusercontent.com/p/AF1QipPZh0ccTmRQ6FTsX3xqNQDLQJAKENYSffrPmIoR=w122-h92-k-no",2556048516829281280,"0x6ad6431ecf9a4723:0x2378e8956245fc20","ChIJI0eazx5D1moRIPxFYpXoeCM","/g/11b7c7qh78","Rooftop Bar","American"
"Gilson South Yarra","Casual Italian spot serving pasta, meat dishes & wood-fired pizza, plus brunch & a robust wine list.","171 Domain Rd, South Yarra VIC 3141","171 Domain Rd","South Yarra VIC 3141","Restaurant, Bistro, Breakfast restaurant, Cocktail bar, Italian restaurant, Take Away Restaurant, Pizza restaurant","Service options: [Outdoor seating, Takeaway, Dine-in], Highlights: [Great cocktails], Accessibility: [Wheelchair-accessible seating, No wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Small plates, Spirits, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Casual, Cosy, Upmarket], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free of charge street parking, Paid street parking, ]","4RJ65X8J+8P","Australia/Melbourne","$$",NA,NA,NA,"(03) 9866 3120","(03) 9866 3120, +61 3 9866 3120","YES","Gilson South Yarra (owner)",1.06037107408964e+20,"https://www.google.com/maps/contrib/106037107408964458293","","",830,4,"https://search.google.com/local/reviews?placeid=ChIJZUeIv6FC1moRDgU0kg7V02A&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=6977154506286171406","https://www.google.com/search?kgmid=/g/11cst24lps",-37.8342303,144.9818309,"http://www.gilsonrestaurant.com.au/","gilsonrestaurant.com.au","Saturday: [7 am-11 pm], Sunday: [7 am-11 pm], Monday: [7 am-11 pm], Tuesday: [7 am-11 pm], Wednesday: [7 am-11 pm], Thursday: [7 am-11 pm], Friday: [7 am-11 pm]","https://lh5.googleusercontent.com/p/AF1QipP1WfS4yQZuHUiydpnONI4jzTz4okbDggrcpaj-=w138-h92-k-no",6977154506286171136,"0x6ad642a1bf884765:0x60d3d50e9234050e","ChIJZUeIv6FC1moRDgU0kg7V02A","/g/11cst24lps","Restaurant","Italian"
"Riché - Cafe Richmond","","3/189 Bridge Rd, Richmond VIC 3121","3/189 Bridge Rd","Richmond VIC 3121","Restaurant, Brunch restaurant, Coffee store, Cafe","Service options: [Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Prepared foods, Small plates, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Catering, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking, Paid street parking]","4RJ65XJW+QC","Australia/Melbourne","$20–40",NA,NA,NA,"0478 286 624","0478 286 624, +61 478 286 624","YES","Riché - Cafe Richmond (owner)",1.00784751527387e+20,"https://www.google.com/maps/contrib/100784751527387452270","","",785,4.8,"https://search.google.com/local/reviews?placeid=ChIJ3cZApzdD1moRFvz4e0vlik8&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5731645588147600406","https://www.google.com/search?kgmid=/g/11h5646cnt",-37.8180932,144.99608,"https://www.riche3121.com.au/","riche3121.com.au","Thursday: [7 am-3:30 pm], Friday: [7 am-3:30 pm], Saturday: [7 am-3:30 pm], Sunday: [8 am-3:30 pm], Monday: [7 am-3:30 pm], Tuesday: [7 am-3:30 pm], Wednesday: [7 am-3:30 pm]","https://lh5.googleusercontent.com/p/AF1QipPL7q0lXECSaFeDNzbGu16UPFl0HSJCTL8Q_o95=w92-h92-k-no",5731645588147600384,"0x6ad64337a740c6dd:0x4f8ae54b7bf8fc16","ChIJ3cZApzdD1moRFvz4e0vlik8","/g/11h5646cnt","Brunch","Other"
"The Guilty Moose","","143 Victoria Ave, Albert Park VIC 3206","143 Victoria Ave","Albert Park VIC 3206","Cafe, Breakfast restaurant, Brunch restaurant, Coffee store, Dog cafe, Gluten-free restaurant, Modern Australian restaurant, Vegan restaurant, Vegetarian cafe and deli, Vegetarian restaurant","Service options: [Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Coffee, Healthy options, Small plates, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dessert, Seating], Amenities: [Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking, Free parking lot, ], Pets: [Dogs allowed]","4RJ65W3X+HX","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9078 0925","(03) 9078 0925, +61 3 9078 0925","YES","The Guilty Moose (owner)",1.15416624204718e+20,"https://www.google.com/maps/contrib/115416624204717981405","","",554,4.6,"https://search.google.com/local/reviews?placeid=ChIJ3VebrcJn1moRufyTWZrk12s&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7770931033630047417","https://www.google.com/search?kgmid=/g/1tfzxmvh",-37.8460338,144.9499771,"http://www.theguiltymoose.com.au/contact/","theguiltymoose.com.au","Thursday: [7 am-3 pm], Friday: [7 am-3 pm], Saturday: [7 am-3 pm], Sunday: [7 am-3 pm], Monday: [7 am-3 pm], Tuesday: [7 am-3 pm], Wednesday: [7 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipM4LhvHXk3p2Bq_Igkh2bgQeIWhv3mu03o1peGR=w122-h92-k-no",7770931033630047232,"0x6ad667c2ad9b57dd:0x6bd7e49a5993fcb9","ChIJ3VebrcJn1moRufyTWZrk12s","/g/1tfzxmvh","Brunch","Australian"
"Butchers Diner","Daily specials & all-day diner standards with an international twist offered in a funky space.","10 Bourke St, Melbourne VIC 3000","10 Bourke St","Melbourne VIC 3000","Diner, Breakfast restaurant, Restaurant","Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Coffee, Late-night food, Organic dishes, Small plates, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Dessert, Seating], Amenities: [No toilets], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids], Parking: [Paid street parking]","4RJ65XQF+F2","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9639 7324","(03) 9639 7324, +61 3 9639 7324","YES","Butchers Diner (owner)",1.11566257952545e+20,"https://www.google.com/maps/contrib/111566257952544875782","info@butchersdiner.com, info@springstreetevents.com.au, info@flintsmith.com.au","instagram: https://www.instagram.com/butchersdiner
facebook: https://www.facebook.com/butchersdiner
",1603,4.5,"https://search.google.com/local/reviews?placeid=ChIJVePWBsZC1moR67oZW_aUbmA&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=6948655060890532587","https://www.google.com/search?kgmid=/g/11fy_gdp1t",-37.811289,144.972573,"http://www.butchersdiner.com/","butchersdiner.com","Saturday: [11:30 am-1 am], Sunday: [Closed], Monday: [Closed], Tuesday: [11:30 am-1 am], Wednesday: [11:30 am-1 am], Thursday: [11:30 am-1 am], Friday: [11:30 am-1 am]","https://lh5.googleusercontent.com/p/AF1QipPp22Xsbvwh2BZK8whV-0vvc4wWsvSdRQq0yYzP=w122-h92-k-no",6948655060890532864,"0x6ad642c606d6e355:0x606e94f65b19baeb","ChIJVePWBsZC1moR67oZW_aUbmA","/g/11fy_gdp1t","Restaurant","American"
"The Red Hummingbird","Opulent, buzzy cocktail bar and rooftop hangout, with swing chairs, potted palms and timber decor.","1/246 Russell St, Melbourne VIC 3000","1/246 Russell St","Melbourne VIC 3000","Cocktail bar","Service options: [Outdoor seating, Dine-in, No delivery], Highlights: [Great cocktails, Live music, Live performances, Rooftop seating], Accessibility: [No wheelchair-accessible car park, No wheelchair-accessible entrance], Offerings: [Alcohol, Beer, Cocktails, Dancing, Food, Food at bar, Spirits, Wine], Dining options: [Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards]","4RJ65XQ8+RW","Australia/Melbourne","$$",NA,NA,NA,"0416 094 294","0416 094 294, +61 416 094 294","NO","The Red Hummingbird (owner)",NA,"","",NA,268,3.9,"https://search.google.com/local/reviews?placeid=ChIJczWIZ8lC1moROiZv_dMpOgY&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=448717103343543866","https://www.google.com/search?kgmid=/g/1w04k7dp",-37.8104742,144.9673356,"http://theredhummingbird.com/","theredhummingbird.com","Thursday: [4 pm-12 am], Friday: [4 pm-3 am], Saturday: [2 pm-3 am], Sunday: [2 pm-12 am], Monday: [4 pm-12 am], Tuesday: [4 pm-12 am], Wednesday: [4 pm-12 am]","https://lh5.googleusercontent.com/p/AF1QipPzLT5xlOk2WJzkf1uzeFcBvPBi3YE30wF6S35M=w122-h92-k-no",448717103343543872,"0x6ad642c967883573:0x63a29d3fd6f263a","ChIJczWIZ8lC1moROiZv_dMpOgY","/g/1w04k7dp","Rooftop Bar","Other"
"Margos Café","Seafood, steak and cocktails in a casino dining venue with bright decor and a relaxed vibe.","8 Whiteman St, Southbank VIC 3006","8 Whiteman St","Southbank VIC 3006","Australian restaurant, Breakfast restaurant, Cafe, Restaurant","Service options: [Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Coffee, Small plates, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Dessert], Amenities: [Toilets], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards], Parking: [Paid parking lot, ]","4RJ65XG5+J9","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9292 5777","(03) 9292 5777, +61 3 9292 5777","YES","Margos Café (owner)",1.0505089257485e+20,"https://www.google.com/maps/contrib/105050892574850117707","","",207,3.8,"https://search.google.com/local/reviews?placeid=ChIJs-Q2IlNd1moRsJx95NqMBtA&q=breakfast&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=14989823281513471152","https://www.google.com/search?kgmid=/g/1tz95wxf",-37.8234703,144.9584352,"https://www.crownmelbourne.com.au/restaurants/margos-cafe","crownmelbourne.com.au","Thursday: [7 am-10 pm], Friday: [7 am-10 pm], Saturday: [7 am-10 pm], Sunday: [7 am-10 pm], Monday: [7 am-10 pm], Tuesday: [7 am-10 pm], Wednesday: [7 am-10 pm]","https://lh5.googleusercontent.com/p/AF1QipP39Vd8YsqyTKC2Mv0PF5DB9fleZJ1lEaqH49Fb=w122-h92-k-no",14989823281513472000,"0x6ad65d532236e4b3:0xd0068cdae47d9cb0","ChIJs-Q2IlNd1moRsJx95NqMBtA","/g/1tz95wxf","Breakfast","Australian"
"Otherside Coffee","","Shop 3/188 Little Collins St, Melbourne VIC 3000","Shop 3/188 Little Collins St","Melbourne VIC 3000","Coffee shop","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance], Offerings: [Coffee], Dining options: [Breakfast, Brunch, Lunch, Dessert], Amenities: [No toilets], Atmosphere: [Casual, Cosy], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XP9+C3","Australia/Melbourne","$1–20",NA,NA,NA,"","","YES","Otherside Coffee (owner)",1.04674885492435e+20,"https://www.google.com/maps/contrib/104674885492435316305","","",444,4.7,"https://search.google.com/local/reviews?placeid=ChIJe8M9elxD1moRschc9BopmmY&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7393266934027700401","https://www.google.com/search?kgmid=/g/11g0zw9vnt",-37.8139653,144.9676798,"http://other-side.au/","other-side.au","Tuesday: [6:30 am-4 pm], Wednesday: [6:30 am-4 pm], Thursday: [6:30 am-4 pm], Friday: [6:30 am-4 pm], Saturday: [7:30 am-3 pm], Sunday: [7:30 am-3 pm], Monday: [6:30 am-4 pm]","https://lh5.googleusercontent.com/p/AF1QipPeUZ4mdcYccte-BVwoqKckg2oxcmutpy5VzOK-=w80-h106-k-no",7393266934027700224,"0x6ad6435c7a3dc37b:0x669a291af45cc8b1","ChIJe8M9elxD1moRschc9BopmmY","/g/11g0zw9vnt","Coffee Shop","Other"
"Terrace Bar","","27 Little Collins St, Melbourne VIC 3000","27 Little Collins St","Melbourne VIC 3000","Bar","Service options: [Dine-in, No delivery], Offerings: [Alcohol, Beer, Food, Wine], Amenities: [Toilets], Planning: [Accepts reservations]","4RJ65XPF+V3","Australia/Melbourne","",NA,NA,NA,"(03) 9290 1056","(03) 9290 1056, +61 3 9290 1056","YES","Terrace Bar (owner)",1.12043173720201e+20,"https://www.google.com/maps/contrib/112043173720200588303","",NA,7,2.6,"https://search.google.com/local/reviews?placeid=ChIJBe8lLERD1moRixCaSRjxTic&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2832466302278963339","https://www.google.com/search?kgmid=/g/11j70gpdtq",-37.8127748,144.972658,"https://www.terracebarmelbourne.com.au/","terracebarmelbourne.com.au","Thursday: [Closed], Friday: [3:30-10 pm], Saturday: [3:30-10 pm], Sunday: [Closed], Monday: [Closed], Tuesday: [Closed], Wednesday: [Closed]","https://lh5.googleusercontent.com/p/AF1QipOAXBjdPd83OaLkOizDsf8SGVna5epnDoQqk1l2=w137-h92-k-no",2832466302278963200,"0x6ad643442c25ef05:0x274ef118499a108b","ChIJBe8lLERD1moRixCaSRjxTic","/g/11j70gpdtq","Rooftop Bar","Other"
"Dirty Habbit Luxury Bar And Lounge","","173 High St, Prahran VIC 3181","173 High St","Prahran VIC 3181","Cocktail bar","Service options: [Outdoor seating, Takeaway, Dine-in], Highlights: [Great cocktails, Karaoke, Live music, Live performances, Good for watching sport], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Food, Spirits, Wine], Dining options: [Outside food allowed, Seating], Amenities: [Toilets], Atmosphere: [Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ64XXV+8H","Australia/Melbourne","$80–100",NA,NA,NA,"0404 208 834","0404 208 834, +61 404 208 834","YES","Dirty Habbit Luxury Bar And Lounge (owner)",1.17068325312704e+20,"https://www.google.com/maps/contrib/117068325312704241621","",NA,11,5,"https://search.google.com/local/reviews?placeid=ChIJJzPtWV9p1moR60Gyze971Js&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11228736040819900907","https://www.google.com/search?kgmid=/g/11v5q1j0_0",-37.8517219,144.9939467,"","","Thursday: [5 pm-1 am], Friday: [5 pm-1 am], Saturday: [5 pm-1 am], Sunday: [5 pm-12 am], Monday: [Closed], Tuesday: [Closed], Wednesday: [Closed]","https://lh5.googleusercontent.com/p/AF1QipNk7I9H9XFAIRZr35MmhB1jBr9XiK3N9w3yeb1Z=w80-h106-k-no",11228736040819900416,"0x6ad6695f59ed3327:0x9bd47befcdb241eb","ChIJJzPtWV9p1moR60Gyze971Js","/g/11v5q1j0_0","Rooftop Bar","Other"
"Hophaus Bar","Contemporary restaurant & bar with cool, art deco-style design flourishes & river views.","MR5/3 Southgate Ave, Southbank VIC 3006","MR5/3 Southgate Ave","Southbank VIC 3006","Bar & grill, Beer garden, Beer hall, Cocktail bar, Function room facility, Pub, Restaurant","Service options: [Outdoor seating, Takeaway, Dine-in, No delivery], Highlights: [Live performances, Quiz night, Rooftop seating], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Food, Food at bar, Happy-hour drinks, Late-night food, Small plates, Spirits, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Kids' menu], Parking: [Paid street parking]","4RJ65XH8+W7","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9682 5900","(03) 9682 5900, +61 3 9682 5900","YES","Hophaus Bar (owner)",1.11025825572882e+20,"https://www.google.com/maps/contrib/111025825572882218953","",NA,1136,4.1,"https://search.google.com/local/reviews?placeid=ChIJn6qqqq1C1moRI9ElnYJOHZ8&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11465406549244367139","https://www.google.com/search?kgmid=/g/1q5hrcztk",-37.820243,144.965657,"http://hophaus.com.au/","hophaus.com.au","Thursday: [12-11 pm], Friday: [12-11 pm], Saturday: [12-11 pm], Sunday: [12-11 pm], Monday: [12-11 pm], Tuesday: [12-11 pm], Wednesday: [12-11 pm]","https://lh5.googleusercontent.com/p/AF1QipOCvxXsuIkryyoGRqPBTbKHtXa7naemf4C_WaBq=w138-h92-k-no",11465406549244366848,"0x6ad642adaaaaaa9f:0x9f1d4e829d25d123","ChIJn6qqqq1C1moRI9ElnYJOHZ8","/g/1q5hrcztk","Rooftop Bar","Other"
"Pillar Of Pepper","","189 St Georges Rd, Fitzroy North VIC 3068","189 St Georges Rd","Fitzroy North VIC 3068","Cafe, Breakfast restaurant, Brunch restaurant, Coffee shop, Lunch restaurant","Service options: [Outdoor seating, Kerbside pickup, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating,  Does not have assistive hearing loop, No wheelchair-accessible car park, No wheelchair-accessible toilet], Offerings: [Coffee, Healthy options, Small plates, Vegan options, Vegetarian options], Dining options: [Breakfast, Brunch, Lunch, Catering, Dessert, Seating], Amenities: [Gender-neutral toilets, Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Cheques, Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking], Pets: [Dogs allowed]","4RJ66X8M+42","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9996 0868","(03) 9996 0868, +61 3 9996 0868","YES","Pillar Of Pepper (owner)",1.17376453182809e+20,"https://www.google.com/maps/contrib/117376453182808928648","","",241,4.6,"https://search.google.com/local/reviews?placeid=ChIJzax6MD5D1moRdVfB3IihFEY&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5049838691380451189","https://www.google.com/search?kgmid=/g/1ptw2f17l",-37.784643,144.9825179,"https://www.pillarofpepper.com.au/","pillarofpepper.com.au","Thursday: [7 am-3 pm], Friday: [7 am-3 pm], Saturday: [7:30 am-3:30 pm], Sunday: [7:30 am-3:30 pm], Monday: [7 am-3 pm], Tuesday: [7 am-3 pm], Wednesday: [7 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipNAqfIlQaAnTwqVQJC7_V034SYB70HB0ROdwNMx=w138-h92-k-no",5049838691380451328,"0x6ad6433e307aaccd:0x4614a188dcc15775","ChIJzax6MD5D1moRdVfB3IihFEY","/g/1ptw2f17l","Brunch","Other"
"🍕48h Pizza e Gnocchi Bar - Italian Restaurant in South Yarra","","373 Malvern Rd, South Yarra VIC 3141","373 Malvern Rd","South Yarra VIC 3141","Italian restaurant, European restaurant, Bottle Shop and Liquor Store, Pasta shop, Pizza delivery, Pizza restaurant, Pizza takeaway, Restaurant, Wine bar","Service options: [Outdoor seating, No-contact delivery, Delivery, On-site services, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Late-night food, Small plates, Spirits, Wine], Dining options: [Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy, Romantic], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [High chairs, Kids' menu], Parking: [Free of charge street parking, ]","4RJ65X3X+2J","Australia/Melbourne","$40–60",NA,NA,NA,"(03) 9824 2573","(03) 9824 2573, +61 3 9824 2573","YES","🍕48h Pizza e Gnocchi Bar - Italian Restaurant in South Yarra (owner)",1.06889016524416e+20,"https://www.google.com/maps/contrib/106889016524416400201","","",1018,4.3,"https://search.google.com/local/reviews?placeid=ChIJ1VZeWylo1moRnvWbGg91Z0o&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5361382589139252638","https://www.google.com/search?kgmid=/g/11bwh5x0zl",-37.8474313,144.9991188,"https://www.48h.com.au/south-yarra/?utm_source=GBP-South-Yarra&utm_medium=organic","48h.com.au","Saturday: [5-10 pm], Sunday: [5-9 pm], Monday: [Closed], Tuesday: [5-9 pm], Wednesday: [5-9 pm], Thursday: [5-9 pm], Friday: [5-10 pm]","https://lh5.googleusercontent.com/p/AF1QipNwx0NlOnMzDVQA8Ipz01rwnEmAJS_lBbxy4LTc=w122-h92-k-no",5361382589139252224,"0x6ad668295b5e56d5:0x4a67750f1a9bf59e","ChIJ1VZeWylo1moRnvWbGg91Z0o","/g/11bwh5x0zl","Restaurant","Italian"
"Bourke Street Green","Chic venue with a retractable roof serving burgers & pizzas, plus cocktails & craft beers.","501 Bourke St, Melbourne VIC 3000","501 Bourke St","Melbourne VIC 3000","Bar, Small plates restaurant","Service options: [Takeaway, Dine-in, No delivery], Highlights: [Great cocktails, Live music, Live performances], Accessibility: [Wheelchair-accessible entrance], Offerings: [Alcohol, Beer, Cocktails, Dancing, Food, Food at bar, Happy-hour drinks, Spirits, Wine], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments]","4RJ65XM5+RQ","Australia/Melbourne","$20–40",NA,NA,NA,"0438 572 349","0438 572 349, +61 438 572 349","YES","Bourke Street Green (owner)",1.17009624633691e+20,"https://www.google.com/maps/contrib/117009624633690979845","",NA,98,4.5,"https://search.google.com/local/reviews?placeid=ChIJF4037Ddd1moRILSoBSdpceQ&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16461053729335456800","https://www.google.com/search?kgmid=/g/11h1dfgwny",-37.8154838,144.9594302,"http://www.bourkestreetgreen.com.au/","bourkestreetgreen.com.au","Thursday: [12-9 pm], Friday: [12-9 pm], Saturday: [Closed], Sunday: [Closed], Monday: [3-9 pm], Tuesday: [3-9 pm], Wednesday: [3-9 pm]","https://lh5.googleusercontent.com/p/AF1QipPcPqLRp6Giv5uvioIFWB1VfhVAwxrqFPwA26ae=w184-h92-k-no",16461053729335457792,"0x6ad65d37ec378d17:0xe471692705a8b420","ChIJF4037Ddd1moRILSoBSdpceQ","/g/11h1dfgwny","Rooftop Bar","Other"
